Normalized,Occurrences,Lemma,POS,NormalizedID,MorphoNotes,divine name?,divine name key,persname?,persname gender,type,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
,masa0483-3,,,w-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פנחי,masa0502-2,פַּנְחַיָּא,Noun,w-פנחי,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובריה,masa0504-1,בְּרִיָּה,Noun,w-ובריה,PreLets-1 Pre_Conj Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תאבא,masa0513-1,תָּו,Noun,w-תאבא,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמען,masa0514-1,שׁמע_פעל,Verb,w-שמען,Verb Masc Sing P3 Past Suf_Proniminal SufType_Accusative Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתביה,masa0514-2,כתב_פעל,Verb,w-כתביה,Aramaic Verb Masc Sing P3 Past Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבה,"masa0514-4, masa0614-2",כְּתֻבָּה,Noun,w-כתבה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתבידה,masa0515-1,?,Noun,w-כתבידה,PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דגא,masa0552-1,גֵּא,Adj,w-דגא,PreLets-1 Pre_RelSub Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מעוי,masa0554-3,מְעַוֵּי,Ptcp,w-מעוי,Aramaic Ptcp Masc Sing P3 Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תלחמון,masa0554-6,לחם_נפעל,Verb,w-תלחמון,Verb Masc Pl P2 Future Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מנין,masa0554-12,מִנַּיִן,Adv,w-מנין,Adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לחם,"masa0554-13, masa0557-1, masa0558-3, masa0560-4, masa0561-9, masa0562-3, masa0565-5, masa0566-4, masa0567-2, masa0569-1, masa0572-2, masa0576-2, masa0577-6, masa0579-2, masa0582-3, masa0583-6, unkn0107-66",לֶחֶם,Noun,w-לחם,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לתקלא,masa0554-14,תִּקְלָא,Noun,w-לתקלא,Aramaic PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בדכון,masa0554-17,כון_פיעל,Verb,w-בדכון,PreLets-2 Pre_Prep Pre_NotDef Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חמו,masa0554-18,חֹם,Noun,w-חמו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנטין,masa0555-7,חַנָּטָא,Noun,w-חנטין,Aramaic Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנשא,masa0556-9,אֱנָשׁ,Noun,w-אנשא,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דיאיתא,masa0556-10,?,Noun,w-דיאיתא,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומרא,masa0556-12,מַר,Adj,w-ומרא,PreLets-1 Pre_Conj Adj Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אתא,masa0556-15,אתה_פעל,Verb,w-אתא,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חסף,masa0556-19,חֲסַף,Noun,w-חסף,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דימונך,masa0556-20,?,Noun,w-דימונך,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דא,masa0556-23,זֶה,Pronoun,w-דא,Pronoun Fem Sing P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבין,masa0556-24,אָבָא,Noun,w-אבין,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אל,"masa0556-25, masa0556-26, mger0395-44, yavn0002-36, zoor0438-25",אַל,Modal,w-אל,Modal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
איתבט,masa0556-29,?,Noun,w-איתבט,Noun Masc Sing AbsConstruct Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חמריר,masa0556-30,?,Noun,w-חמריר,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וכתפיא,masa0556-31,כַּתְפָּא,Noun,w-וכתפיא,Aramaic PreLets-1 Pre_Conj Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואלא,masa0556-32,אֶלָּא,Conj,w-ואלא,PreLets-1 Pre_Conj Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נהוא,masa0556-33,?,Propername,w-נהוא,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ליהוחנן,"masa0558-1, masa0559-4, masa0567-6",יְהוֹחָנָן,Propername,w-ליהוחנן,PreLets-1 Pre_Prep Pre_NotDef Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הב,"masa0558-2, masa0559-5, masa0561-5, masa0562-1, masa0564-3, masa0565-3, masa0567-4, masa0572-1, masa0573-1, masa0574-4, masa0575-3, masa0575-8, masa0582-4",הַב,Interjection,w-הב,Interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לסבליא,masa0560-3,?,Prep,w-לסבליא,PreLets-1 Pre_Prep Pre_NotDef Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לסימו,"masa0561-6, masa0564-4",סום_פעל,Verb,w-לסימו,Aramaic PreLets-1 Pre_Prep Pre_NotDef Verb Masc Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בניא,masa0561-7,בְּרָא,Noun,w-בניא,Aramaic Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשרין,"masa0561-10, masa0576-1",עֶשְׂרִין,Noun,w-עשרין,Noun MascFem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושת,"masa0561-11, zoor0395-10, zoor0423-21, zoor0433-22, zoor0460-20",שׁית_פעל,Verb,w-ושת,PreLets-1 Pre_Conj Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תלתין,"masa0563-1, tibe0010-3",תְּלָתִין,Noun,w-תלתין,Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תשע,masa0564-5,שׁוע_פעל,Verb,w-תשע,Aramaic Verb Masc Sing P2 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למחנו,masa0566-3,מַחֲנֶה,Noun,w-למחנו,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שיבעין,masa0566-5,שִׂבְעָא,Noun,w-שיבעין,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נקי,"masa0567-3, masa0572-3, masa0577-8",נָקִי,Propername,w-נקי,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבעין,"masa0569-2, masa0578-2",בעה_פעל,Verb,w-שבעין,PreLets-1 Pre_RelSub Verb Masc Pl PAny Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נקה,masa0569-3,נקי_פיעל,Verb,w-נקה,Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מאה,"masa0570-1, masa0571-3, zoor0401-18, zoor0403-12, zoor0405-21, zoor0406-7, zoor0416-26, zoor0427-19, zoor0428-22, zoor0429-18, zoor0434-27, zoor0435-16, zoor0436-15, zoor0437-18, zoor0439-17, zoor0442-17, zoor0455-12",מֵאָה,Noun,w-מאה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סיוןלחם,masa0571-2,?,Propername,w-סיוןלחם,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחמשין,"masa0571-4, zoor0458-15",חַמְשָׁא,Num,w-וחמשין,Aramaic PreLets-1 Pre_Conj Num Masc Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולדימרס,masa0573-4,מרס_פיעל,Verb,w-ולדימרס,PreLets-3 Pre_Conj Pre_Prep Pre_NotDef Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לדר,masa0574-3,דור_פעל,Verb,w-לדר,PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לירחמיהלחם,masa0574-5,?,Noun,w-לירחמיהלחם,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לבר,masa0577-4,ברר_פעל,Verb,w-לבר,Aramaic PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תלמי,masa0578-1,תֶּלֶם,Noun,w-תלמי,Noun Masc Pl Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הנקי,masa0581-1,נקי_נפעל,Verb,w-הנקי,Verb Fem Sing P2 Imperative Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מאתין,"masa0582-6, zoor0395-8",מָתָא,Noun,w-מאתין,Aramaic Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כליום,masa0583-5,לוי_פיעל,Verb,w-כליום,PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Past Suf_Proniminal SufType_Accusative Suf_Masc Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לפליה,masa0584-4,פלי_פעל,Verb,w-לפליה,Aramaic PreLets-1 Pre_Prep Pre_NotDef Verb Fem Sing P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אוריה,masa0608-1,אוּרִיָּה,Propername,w-אוריה,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ירמיה,masa0609-3,יִרְמְיָה,Propername,w-ירמיה,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אסרטין,"masa0611-1, masa0611-2",סרטן_פיעל,Verb,w-אסרטין,Verb MascFem Sing P1 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פילכה,masa0642-1,פֶּלֶךְ,Noun,w-פילכה,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תמותו,masa0643-1,מות_פעל,Verb,w-תמותו,Verb Masc Pl P2 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המנוח,masa0644-1,מָנוֹחַ,Noun,w-המנוח,PreLets-1 Pre_DefArt Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לאבניא,masa0668-1,אֶבֶן,Noun,w-לאבניא,Aramaic PreLets-1 Pre_Prep Pre_NotDef Noun Fem Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צונמין,masa0668-3,צוּנָמָא,Noun,w-צונמין,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קדוש,masa0672-2,קדשׁ_פעל,Verb,w-קדוש,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וי,"masa0674-1, masa0674-2, masa0674-3, zoor0404-10",וַי,Propername,w-וי,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מר,masa0674-4,מַר,Adv,w-מר,Adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מדר,masa0674-5,דור_פעל,ToInf,w-מדר,Aramaic ToInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קדישא,masa0674-6,קַדִּישׁ,Adj,w-קדישא,Aramaic Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הקרב,"mger0001-2, mger0002-2, mger0003-2, mger0004-2, mger0005-2, mger0006-2, mger0008-2, mger0010-2, mger0012-5, mger0015-2, mger0020-2, mger0021-2, mger0022-2, mger0026-2, mger0027-2, mger0039-2, mger0040-2, mger0054-2, mger0065-2, mger0066-2, mger0068-2, mger0069-2, mger0070-2, mger0071-2, mger0072-2, mger0073-2, mger0074-2, mger0075-2, mger0077-2, mger0079-2, mger0080-2, mger0081-2, mger0082-2, mger0083-2, mger0084-2, mger0085-2, mger0086-2, mger0087-2, mger0088-2, mger0100-2, mger0101-2, mger0102-2, mger0104-2, mger0105-2, mger0106-2, mger0107-2, mger0108-2, mger0109-2, mger0110-2, mger0111-2, mger0112-2, mger0113-2, mger0114-2, mger0115-2, mger0116-2, mger0117-2, mger0147-2, mger0148-6, mger0149-2, mger0152-2, mger0153-2, mger0158-2, mger0159-2",קרב_פעל,Verb,w-הקרב,PreLets-1 Pre_RelSub Verb Masc Sing PAny Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ועל,"mger0001-7, mger0004-6, mger0005-7, mger0010-5, mger0017-6, mger0049-4, mger0065-5, mger0066-4, mger0080-3, mger0087-3, mger0125-2, mger0126-2, mger0130-2, mger0140-1, mger0143-1, mger0147-7, mger0149-7, mger0160-1, mger0161-4, mger0163-2, mger0173-2, mger0176-1, mger0223-2, mger0226-2, mger0298-1, mger0338-1, mger0388-6, mger0388-9, mger0395-24",עַל,Prep,w-ועל,PreLets-1 Pre_Conj Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנתתה,"mger0001-9, mger0002-7, mger0005-8, mger0010-6, mger0030-4, mger0041-2, mger0054-5, mger0055-3, mger0065-6, mger0066-5, mger0067-3, mger0068-5, mger0071-4, mger0080-4, mger0083-4, mger0084-4, mger0089-3, mger0092-2, mger0093-2, mger0126-3, mger0131-1, mger0133-1, mger0134-1, mger0137-2, mger0149-6, mger0157-6, mger0160-2, mger0163-3, mger0172-1, mger0173-1, mger0175-4",אִתְּתָא,Noun,w-אנתתה,Aramaic Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובנוהי,"mger0001-10, mger0002-8, mger0005-9, mger0015-5, mger0028-2, mger0031-7, mger0041-3, mger0067-4, mger0069-3, mger0089-4, mger0097-4, mger0138-1, mger0141-2",בַּר,Noun,w-ובנוהי,PreLets-1 Pre_Conj Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבי,mger0002-3,ישׁב_פעל,Verb,w-שבי,Verb Fem Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קימי,mger0003-5,קום_פעל,Verb,w-קימי,Aramaic Verb Masc Pl P3 Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כפר,"mger0003-7, mger0008-4, mger0330-2, mger0331-2",כפר_פעל,Verb,w-כפר,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ישמעאל,"mger0004-3, mger0006-3, mger0021-3",יִשְׁמָעֵאל,Propername,w-ישמעאל,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלנתנ,mger0005-3,?,Noun,w-אלנתנ,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואנתתה,"mger0006-5, mger0036-8, mger0091-3, mger0095-2, mger0099-3, mger0103-2, mger0159-4",אִתְּתָא,Noun,w-ואנתתה,Aramaic PreLets-1 Pre_Conj Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אליהו,mger0007a-1,אֵלִיָּהוּ,Propername,w-אליהו,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יקמעמ,"mger0007a-4, mger0007b-5",?,Verb,w-יקמעמ,Verb Masc Sing P3 Future Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מנ,mger0008-3,?,Propername,w-מנ,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עברתא,mger0008-5,עבר_פעל,Verb,w-עברתא,Aramaic Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנתפתרוס,"mger0009-1, mger0050-1, mger0296-2",?,Propername,w-אנתפתרוס,Propername Fem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנת,mger0009-2,אַנְתָּה,Pronoun,w-אנת,Pronoun Masc Sing P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תהו,mger0009-3,תֹּהוּ,Noun,w-תהו,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלעה,mger0012-2,בלע_פעל,Verb,w-בלעה,Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכם,"mger0012-4, mger0036-6, mger0039-5",שְׁכֶם,Noun,w-שכם,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמרין,"mger0014-3, mger0015-4",שְׁמָרִים,Noun,w-שמרין,Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הקרבת,"mger0017-2, mger0019-2",הַקְרָבָה,Noun,w-הקרבת,Noun Fem Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אצלח,mger0020-3,צלח_אפעל,Verb,w-אצלח,Aramaic Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ויהונתן,mger0020-6,יְהוֹנָתָן,Propername,w-ויהונתן,PreLets-1 Pre_Conj Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וישוע,mger0020-9,יֵשׁוּעַ,Propername,w-וישוע,PreLets-1 Pre_Conj Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעיה,mger0020-10,בעי_פעל,Verb,w-בעיה,Aramaic Verb Masc Sing P2 Imperative Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושלבר,mger0021-4,בָּר,Noun,w-ושלבר,PreLets-3 Pre_Conj Pre_Prep Pre_RelSub Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ותחנה,mger0023-2,תְּחִנָּה,Propername,w-ותחנה,PreLets-1 Pre_Conj Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הקרבב,mger0024-2,?,Noun,w-הקרבב,PreLets-1 Pre_RelSub Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כהניא,"mger0024-4, mger0389-5",כָּהֵן,Noun,w-כהניא,Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיוחם,mger0025-2,?,Noun,w-פיוחם,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שר,mger0026-4,שַׂר,Noun,w-שר,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דפנא,mger0026-5,דַּפְנָה,Noun,w-דפנא,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בגוהוהי,mger0027-5,?,Noun,w-בגוהוהי,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דליה,"mger0030-2, mger0147-3, zoor0402-14",לְ,Prep,w-דליה,Aramaic PreLets-1 Pre_RelSub Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אתתה,"mger0031-6, mger0135-2, mger0136-2, zoor0403-4, zoor0457-6",אִתְּתָא,Noun,w-אתתה,Aramaic Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלעור,mger0032-1,?,Propername,w-אלעור,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עקאק,mger0036-4,?,Noun,w-עקאק,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלוה,mger0036-7,עַל,Prep,w-עלוה,Aramaic Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובנהי,"mger0036-9, mger0142-1",נְהִי,Noun,w-ובנהי,PreLets-2 Pre_Conj Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כד,mger0039-3,כד,Num,w-כד,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמעינ,mger0042-1,?,Propername,w-שמעינ,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נפשע,mger0042-2,פשׁע_נפעל,Verb,w-נפשע,Verb Masc Sing PAny Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תנקינ,mger0045-2,?,Verb,w-תנקינ,Verb Masc Pl P2 Future Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובניה,mger0045-3,בָּן,Noun,w-ובניה,PreLets-1 Pre_Conj Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מתיס,mger0054-3,?,Propername,w-מתיס,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פלותס,"mger0055-1, mger0157-1",?,Noun,w-פלותס,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנינא,"mger0057-1, mger0158-3",חֲנִינָא,Propername,w-חנינא,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפרים,mger0060-1,אֶפְרַיִם,Propername,w-אפרים,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טרפונ,mger0062-1,?,Verb,w-טרפונ,Verb Masc Pl P3 Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפלס,mger0063-1,פֶּלֶס,Noun,w-אפלס,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובנה,"mger0063-2, mger0162-2",בני_פעל,Verb,w-ובנה,PreLets-1 Pre_Conj Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חקרב,mger0067-2,?,Noun,w-חקרב,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עפשה,mger0072-4,עפשׁ_פיעל,Verb,w-עפשה,Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הקרו,mger0076-2,קרי_הפעיל,Verb,w-הקרו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלהי,mger0081-3,עַל,Prep,w-עלהי,Prep Suf_Proniminal SufType_Nominative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלה,"mger0129-1, mger0159-3, zoor0408-21, zoor0436-23",עלי_פעל,Verb,w-עלה,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בנהי,mger0140-2,נְהִי,Noun,w-בנהי,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בנרה,mger0144-1,נָר,Prep,w-בנרה,PreLets-1 Pre_Prep Pre_NotDef Ptcp Masc Sing PAny Abs Suf_Proniminal SufType_Accusative Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבנאדה,mger0147-9,?,Noun,w-אבנאדה,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לדכרן,"mger0147-10, mger0153-5, mger0155-1, mger0157-7, mger0158-6, mger0159-5, mger0160-3, mger0161-6, mger0164-4, mger0165-2, mger0166-1, mger0167-5, mger0168-3, mger0169-2, mger0171-1, mger0174-2, mger0175-5, mger0176-2, mger0177-1, mger0178-1, mger0180-1, mger0181-1, mger0182-1, mger0183-1, mger0186-2",דִּכְרָא,Noun,w-לדכרן,Aramaic PreLets-1 Pre_Prep Pre_NotDef Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קדמ,"mger0147-12, mger0153-7, mger0154-5, mger0191-1, mger0192-2",?,Verb,w-קדמ,Verb Masc Pl P3 Imperative Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
