Normalized,Occurrences,Lemma,POS,NormalizedID,MorphoNotes,divine name?,divine name key,persname?,persname gender,type,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
יהוסף,"jeri0001-1, jeru0005-4, jeru0007-4, jeru0009-3, jeru0010-1, jeru0010-2, jeru0052-1, jeru0107-5, jeru0118-3, jeru0123-1, jeru0186-1, jeru0186-4, jeru0186-7, jeru0199-3, jeru0235-1, jeru0408-1, jeru0542-3, jeru0548-4, jeru0558-1, mger0052-1, mger0053-1, mger0203-1",יְהוֹסֵף,Propername,w-יהוסף,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יתרא,"jeri0001-3, jeru0034-5",יִתְרָא,Propername,w-יתרא,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פלטיא,jeri0002-1,פְּלַטְיָא,Propername,w-פלטיא,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ירושלם,jeri0002-3,יְרוּשָׁלִַם,Propername,w-ירושלם,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהועזר,"jeri0005-1, jeri0005-5, jeri0012-2, jeri0012-4, jeri0012-6, jeri0012-8, jeri0016-1, jeri0017-1, jeru0086-4",?,Noun,w-יהועזר,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בן,"jeri0005-2, jeri0005-6, jeru0011-2, jeru0071-2, jeru0086-2, jeru0091-4, jeru0095-3, jeru0118-4, jeru0162-3, masa0665-1, narr0008-12, narr0008-14, narr0008-16, tibe0010-9, tibe0010-11",בֵּן,Noun,w-בן,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גלית,"jeri0005-4, jeri0005-8",גלי_פעֵל,Verb,w-גלית,Aramaic Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אזביא,"jeri0012-1, jeri0012-3, jeri0012-5, jeri0012-7, jeri0012-9, jeri0017-2, jeri0017-4, jeri0017-5, jeri0017-6",?,Noun,w-אזביא,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קנמומא,jeri0017-3,?,Verb,w-קנמומא,Verb Masc Sing P3 Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יששבח,jeru0002-1,?,Noun,w-יששבח,Noun Masc Sing AbsConstruct Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מריחוסה,jeru0004-1,?,Interrogative,w-מריחוסה,Interrogative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ישו,"jeru0005-1, jeru0548-1",יֵשׁוּ,Propername,w-ישו,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ישוע,"jeru0005-2, jeru0073-1, jeru0081-1, jeru0197-3, jeru0199-1, jeru0386-3, jeru0542-1, jeru0548-2, jeru0549-3, masa0420-9, masa0420-12, masa0613-1, masa0613-3",יֵשׁוּעַ,Propername,w-ישוע,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבונה,"jeru0007-1, jeru0042-4",בּוֹנֶה,Noun,w-אבונה,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סבא,"jeru0007-3, jeru0236-13",סבא_פעל,Verb,w-סבא,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יועזר,jeru0009-1,יוֹעֶזֶר,Propername,w-יועזר,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלעזר,jeru0011-1,עזר_פעל,ToInf,w-הלעזר,PreLets-1 ToInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלכסא,"jeru0012-3, jeru0311-1, jeru0311-5",?,Propername,w-אלכסא,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמא,"jeru0014-1, jeru0043-1",אִמָּא,Noun,w-אמא,Aramaic Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוסיף,jeru0015-1,יְהוֹסֵף,Propername,w-יהוסיף,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלמציון,"jeru0018-1, jeru0043-2",מצי_פעל,Verb,w-שלמציון,Aramaic PreLets-2 Pre_Prep Pre_RelSub Pre_NotDef Verb Masc Pl P3 Past Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלון,jeru0019-1,שְׂלָו,Noun,w-שלון,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ליעזר,jeru0019-3,עזר_נפעל,ToInf,w-ליעזר,ToInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יחנה,jeru0020-2,חני_הפעיל,Verb,w-יחנה,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הושע,"jeru0023-1, masa0665-2",הוֹשֵׁעַ,Propername,w-הושע,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמוען,jeru0023-3,מוֹעֵן,Ptcp,w-שמוען,PreLets-1 Pre_RelSub Ptcp Masc Sing PAny Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בוטון,"jeru0024-2, jeru0024-3",בּוּטוֹן,Propername,w-בוטון,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מתתיה,"jeru0025-2, jeru0044-1, jeru0044-2, jeru0361-10",מַתִּתְיָה,Propername,w-מתתיה,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גרידא,"jeru0026-1, masa0432-1",גְּרֵידָא,Adv,w-גרידא,Adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אגע,jeru0031-1,נגע_אפעל,Verb,w-אגע,Aramaic Verb Masc Sing P1 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוחנן,"jeru0034-3, jeru0091-3, jeru0095-1, jeru0095-2, jeru0149-3, jeru0234-4, mare0140-1, masa0556-3, mger0033-2, mger0047-1",יְהוֹחָנָן,Propername,w-יהוחנן,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יני,jeru0035-3,נוא_הפעיל,Verb,w-יני,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הגדם,jeru0036-1,גִּדֵּם,Noun,w-הגדם,PreLets-1 Pre_DefArt Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהושע,"jeru0037-1, zoor0402-17",יְהוֹשֻׁעַ,Propername,w-יהושע,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלמ,jeru0039-1,?,Propername,w-שלמ,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרתא,"jeru0040-1, jeru0096-1, jeru0107-1, jeru0156-2",מָרְתָא,Propername,w-מרתא,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנניה,"jeru0040-3, jeru0108-3, jeru0132-1, jeru0136-1, jeru0157-1, jeru0162-1, jeru0162-2, jeru0193-2, jeru0235-3, jeru0487-3, jeru0563-1, masa0461-1, zoor0429-5",חֲנַנְיָה,Propername,w-חנניה,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהונתן,"jeru0041-1, jeru0066-1, jeru0066-2, jeru0097-2, jeru0458-1, masa0651-1, mger0007b-3, mger0016-1, mger0028-1, mger0029-1, mger0170-3",יְהוֹנָתָן,Propername,w-יהונתן,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבא,"jeru0042-1, jeru0128-1",אַבָּא,Noun,w-אבא,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דוסטס,"jeru0042-2, jeru0042-3",?,Propername,w-דוסטס,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למפתח,jeru0042-6,מַפְתֵּחַ,Noun,w-למפתח,PreLets-1 Pre_Prep Pre_Def Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלמצין,"jeru0043-3, jeru0127-1, jeru0127-4, jeru0231-1",מְצַיֵּן,Noun,w-שלמצין,PreLets-2 Pre_Prep Pre_RelSub Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמנא,jeru0043-4,מָאנָא,Noun,w-אמנא,Aramaic PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומתיה,jeru0045-2,מָתָא,Noun,w-ומתיה,Aramaic PreLets-1 Pre_Conj Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אתת,"jeru0045-4, jeru0107-4, jeru0118-6, jeru0226-2, jeru0556-2, masa0399-1, masa0402-1",אתי_פעל,Verb,w-אתת,Aramaic Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וברה,"jeru0045-6, mger0020-12",בָּר,Noun,w-וברה,PreLets-1 Pre_Conj Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנתת,"jeru0046-1, jeru0046-3, jeru0183-2, jeru0183-5, jeru0487-2, mger0018-2, mger0019-3",?,Noun,w-אנתת,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנן,jeru0048-2,חָנָן,Propername,w-חנן,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דוסתס,"jeru0049-1, jeru0073-3, jeru0109-1",?,Noun,w-דוסתס,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תרפט,jeru0050-1,תרפט,Num,w-תרפט,Num,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הנשבה,jeru0050-2,שׁבי_נפעל,Verb,w-הנשבה,PreLets-1 Pre_RelSub Verb Masc Sing PAny Present Passive Suf_Proniminal SufType_Accusative Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עזריה,jeru0051-1,עֲזַרְיָה,Propername,w-עזריה,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חניה,"jeru0055-1, mare0141-1, mger0058-1, mger0059-1",חֲנִיָּה,Noun,w-חניה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבר,jeru0055-2,אֲבָר,Noun,w-אבר,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלכשה,jeru0055-3,לֶכֶשׁ,Noun,w-אלכשה,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עזרא,"jeru0056-1, mare0113-2",עֶזְרָא',Propername,w-עזרא,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יעקוב,"jeru0065-1, laha0001-1, masa0402-2, mger0022-3, zoor0421-5",יַעֲקֹב,Propername,w-יעקוב,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהונתנ,jeru0066-3,?,Propername,w-יהונתנ,Propername Fem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אידסא,jeru0068-1,?,Noun,w-אידסא,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלמא,jeru0071-3,אַלְמָא,Conj,w-אלמא,Aramaic Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאול,"jeru0074-1, jeru0098-4, jeru0099-1, jeru0100-1, jeru0202-1, jeru0206-3, jeru0225-4, masa0421-8",שְׁאוֹל,Noun,w-שאול,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קיברא,jeru0075-1,קִבְרָא,Noun,w-קיברא,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חנןיה,jeru0077-3,?,Noun,w-חנןיה,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמעונ,jeru0085-1,?,Adj,w-שמעונ,Adj Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואתת,jeru0085-2,אתי_פעל,Verb,w-ואתת,Aramaic PreLets-1 Pre_Conj Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלי,"jeru0086-1, masa0554-7",עֲלֵי,Prep,w-עלי,Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מריה,"jeru0087-1, jeru0201-1",מָר,Noun,w-מריה,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
היוחת,jeru0089-1,?,Adj,w-היוחת,PreLets-1 Pre_RelSub Adj MascFem Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שפירה,jeru0091-1,פִּירֶה,Noun,w-שפירה,PreLets-1 Pre_RelSub Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רביך,jeru0091-5,רַבָּא,Noun,w-רביך,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סמונ,"jeru0092-1, jeru0092-4",?,Propername,w-סמונ,Propername Fem Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בנה,"jeru0092-2, mger0139-1",בני_פעל,Verb,w-בנה,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הכלה,"jeru0092-3, jeru0092-6, mger0211-2",כַּלָּה,Noun,w-הכלה,PreLets-1 Pre_DefArt Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חזקיל,jeru0095-4,חֶזְקֵל,Propername,w-חזקיל,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קדרה,jeru0097-1,קְדֵרָה,Noun,w-קדרה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חלת,"jeru0098-1, jeru0153-1",חַלָּה,Noun,w-חלת,Noun Fem Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שברת,jeru0098-6,שׁבר_פיעל,Verb,w-שברת,Verb Masc Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברתא,jeru0098-8,בְּרָתָא,Noun,w-ברתא,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פפיס,jeru0107-3,פַּפְּיַס,Propername,w-פפיס,Propername Fem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמה,"jeru0108-1, jeru0108-4, jeru0131-1, jeru0180-8, jeru0467-9, mger0001-8, mger0021-5, mger0070-3",אַמָּה,Noun,w-אמה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זיסוכיה,jeru0108-5,?,Ptcp,w-זיסוכיה,Ptcp Fem Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דורס,jeru0111-1,דרס_פעל,Verb,w-דורס,Verb Masc Sing PAny Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יוחנא,jeru0112-1,?,Propername,w-יוחנא,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוחנה,"jeru0112-2, jeru0234-1, jeru0234-2",?,Propername,w-יהוחנה,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אליעזר,"jeru0116-1, masa0421-6",אֱלִיעֶזֶר,Propername,w-אליעזר,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכניה,jeru0116-3,שָׁכֵן,Noun,w-שכניה,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרתה,jeru0118-1,מָרָה,Noun,w-מרתה,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יעקב,"jeru0118-5, laha0003-1, zoor0407-5",עקב_פעל,Verb,w-יעקב,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוספ,"jeru0118-7, mger0020-8, mger0148-3",?,Propername,w-יהוספ,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מנהין,jeru0118-8,נְהִי,Noun,w-מנהין,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהוד,"jeru0119-1, jeru0173-1",יִהוּד,Noun,w-יהוד,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבט,"jeru0119-3, zoor0407-10, zoor0408-8, zoor0409-12, zoor0412-10",שְׁבָט,Noun,w-שבט,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מין,"jeru0119-4, mger0029-2, mger0201-9, mger0267-1",מִין,Noun,w-מין,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלון,jeru0119-6,אַלּוֹן,Noun,w-אלון,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרה,"jeru0123-2, jeru0156-1, masa0556-11, zoor0433-13",מָרָה,Propername,w-מרה,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בניה,"jeru0123-4, masa0421-14, masa0423-2, mger0017-7",בָּן,Noun,w-בניה,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומרתא,jeru0132-2,מָרְתָא,Noun,w-ומרתא,Aramaic PreLets-1 Pre_Conj Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
של,"jeru0133-1, jeru0133-3, jeru0148-3, masa0692-1",שׁלל_פעל,Verb,w-של,Aramaic Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמו,jeru0133-2,אֵם,Noun,w-אמו,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ידן,jeru0133-4,יָד,Noun,w-ידן,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חזקיה,jeru0134-1,חִזְקִיָּה,Propername,w-חזקיה,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עטוף,jeru0136-2,עטף_פעל,Verb,w-עטוף,Verb Masc Sing PAny Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחא,jeru0137-1,אֲחָא,Noun,w-אחא,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ויעקוב,jeru0137-2,יַעֲקֹב,Propername,w-ויעקוב,PreLets-1 Pre_Conj Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דםון,jeru0138-1,?,Noun,w-דםון,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבשלום,jeru0142-1,אַבְשָׁלוֹם,Propername,w-אבשלום,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קריה,"jeru0144-1, jeru0147-1",קַרְיָא,Noun,w-קריה,Aramaic Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גאיס,jeru0145-1,גָּאֵס,Ptcp,w-גאיס,Aramaic Ptcp Masc Sing P3 Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נניס,jeru0145-2,נוס_הפעיל,Verb,w-נניס,Verb MascFem Pl P1 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חננ,jeru0148-2,?,Propername,w-חננ,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בידוד,jeru0148-4,בִּידוּד,Noun,w-בידוד,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכריה,"jeru0151-3, jeru0152-3, jeru0373-1, masa0608-3, masa0609-2",זְכַרְיָה,Propername,w-זכריה,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלזמא,jeru0153-2,?,Noun,w-בלזמא,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהודן,jeru0159-1,יִהוּד,Noun,w-יהודן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יסון,"jeru0159-2, masa0480-2, masa0481-2, masa0482-2, masa0483-2, mger0148-5",סוי_הפעיל,Verb,w-יסון,Verb Masc Sing P3 Future Suf_Proniminal SufType_Accusative Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חלתא,jeru0167-1,חַלְּתָא,Noun,w-חלתא,Aramaic Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשוני,"jeru0168-1, jeru0168-5",שׁוֹנֶה,Noun,w-אשוני,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שימי,jeru0177-1,שׁים_פעל,Verb,w-שימי,Aramaic Verb Masc Pl P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשיה,jeru0177-3,עֲשִׂיָּה,Noun,w-עשיה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחוי,jeru0177-4,אָחוּ,Noun,w-אחוי,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דחנין,jeru0177-5,דֹּחַן,Noun,w-דחנין,Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נחום,jeru0178-2,נחם_פעֵל,Verb,w-נחום,Aramaic Verb Masc Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ידית,jeru0179-1,יָדִית,Noun,w-ידית,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נדב,jeru0179-3,נדב_פעל,Verb,w-נדב,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פינחס,"jeru0180-1, jeru0180-4, mger0024-3, mger0061-1, mger0384-1, mger0389-2",פִּינְחָס,Propername,w-פינחס,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כבלין,jeru0180-9,כֶּבֶל,Noun,w-כבלין,Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חננא,jeru0182-1,חַנָּנָא,Adj,w-חננא,Aramaic Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צהמא,jeru0182-2,?,Num,w-צהמא,Num Masc Pl Abs Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רדנת,jeru0182-3,?,Verb,w-רדנת,Verb Masc Sing P2 Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמס,"jeru0183-3, jeru0183-6",מסס_פעל,Verb,w-אמס,PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing PAny Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחאי,jeru0184-1,אחי_פעֵל,Verb,w-אחאי,Aramaic Verb Masc Sing P1 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמון,jeru0190-1,שִׁמּוּן,Noun,w-שמון,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מתה,jeru0198-2,מֵתָה,Noun,w-מתה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהקים,jeru0204-1,קום_הפעיל,Verb,w-יהקים,Verb Masc Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלכסה,jeru0205-1,?,Propername,w-אלכסה,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהסף,jeru0206-1,?,Propername,w-יהסף,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבע,jeru0206-4,רבע_פעל,Verb,w-רבע,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מעין,jeru0206-6,מֵעֵין,Prep,w-מעין,Prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מעה,jeru0206-7,מָעָה,Noun,w-מעה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מריס,"jeru0225-1, jeru0227-3",מְרִיס,Ptcp,w-מריס,Aramaic Ptcp Masc Sing P3 Abs Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
